img1,img2,distance
bifariusmale1.png,bifariusmale1.png,0
bifariusmale2.png,bifariusmale1.png,0
bifariusmale3.png,bifariusmale1.png,0
bifariusmale4.png,bifariusmale1.png,0
bifariusmale5.png,bifariusmale1.png,0
bimaculatusmale.png,bifariusmale1.png,0
borealismale.png,bifariusmale1.png,0
californicusmale1.png,bifariusmale1.png,0
caliginosusmale.png,bifariusmale1.png,0
centralismale1.png,bifariusmale1.png,0
centralismale2.png,bifariusmale1.png,0
crotchiimale1.png,bifariusmale1.png,0
crotchiimale2.png,bifariusmale1.png,0
crotchiimale3.png,bifariusmale1.png,0
fervidusmale1.png,bifariusmale1.png,0
flavifronsmale1.png,bifariusmale1.png,0
flavifronsmale2.png,bifariusmale1.png,0
flavifronsmale3.png,bifariusmale1.png,0
flavifronsmale4.png,bifariusmale1.png,0
franklinimale.png,bifariusmale1.png,0
fraternusmale1.png,bifariusmale1.png,0
fraternusmale2.png,bifariusmale1.png,0
frigidusmale.png,bifariusmale1.png,0
griseocollismale.png,bifariusmale1.png,0
huntiimale.png,bifariusmale1.png,0
impatiensmale.png,bifariusmale1.png,0
melanopygusmale1.png,bifariusmale1.png,0
melanopygusmale2.png,bifariusmale1.png,0
melanopygusmale3.png,bifariusmale1.png,0
melanopygusmale4.png,bifariusmale1.png,0
melanopygusmale5.png,bifariusmale1.png,0
mixtusmale.png,bifariusmale1.png,0
morrisonimale.png,bifariusmale1.png,0
nevadensismale.png,bifariusmale1.png,0
occidentalismale.png,bifariusmale1.png,0
pensylvanicusmale.png,bifariusmale1.png,0
perplexusmale.png,bifariusmale1.png,0
rufocinctusmale1.png,bifariusmale1.png,0
rufocinctusmale2.png,bifariusmale1.png,0
rufocinctusmale3.png,bifariusmale1.png,0
sandersonimale.png,bifariusmale1.png,0
sitkensismale1.png,bifariusmale1.png,0
sitkensismale2.png,bifariusmale1.png,0
sylvicolamale1.png,bifariusmale1.png,0
sylvicolamale2.png,bifariusmale1.png,0
sylvicolamale3.png,bifariusmale1.png,0
ternariusmale.png,bifariusmale1.png,0
terricolamale.png,bifariusmale1.png,0
vagansmale.png,bifariusmale1.png,0
vandykeimale.png,bifariusmale1.png,0
vosnesenskiimale.png,bifariusmale1.png,0
affinismale.png,bifariusmale2.png,0
appositusmale.png,bifariusmale2.png,0
auricomusmale1.png,bifariusmale2.png,0
auricomusmale2.png,bifariusmale2.png,0
balteatusmale1.png,bifariusmale2.png,0
balteatusmale2.png,bifariusmale2.png,0
balteatusmale3.png,bifariusmale2.png,0
bifariusmale1.png,bifariusmale2.png,0
bifariusmale2.png,bifariusmale2.png,0
bifariusmale3.png,bifariusmale2.png,0
bifariusmale4.png,bifariusmale2.png,0
bifariusmale5.png,bifariusmale2.png,0
bimaculatusmale.png,bifariusmale2.png,0
borealismale.png,bifariusmale2.png,0
californicusmale1.png,bifariusmale2.png,0
caliginosusmale.png,bifariusmale2.png,0
centralismale1.png,bifariusmale2.png,0
centralismale2.png,bifariusmale2.png,0
crotchiimale1.png,bifariusmale2.png,0
crotchiimale2.png,bifariusmale2.png,0
crotchiimale3.png,bifariusmale2.png,0
fervidusmale1.png,bifariusmale2.png,0
flavifronsmale1.png,bifariusmale2.png,0
flavifronsmale2.png,bifariusmale2.png,0
flavifronsmale3.png,bifariusmale2.png,0
flavifronsmale4.png,bifariusmale2.png,0
franklinimale.png,bifariusmale2.png,0
fraternusmale1.png,bifariusmale2.png,0
fraternusmale2.png,bifariusmale2.png,0
frigidusmale.png,bifariusmale2.png,0
griseocollismale.png,bifariusmale2.png,0
huntiimale.png,bifariusmale2.png,0
impatiensmale.png,bifariusmale2.png,0
melanopygusmale1.png,bifariusmale2.png,0
melanopygusmale2.png,bifariusmale2.png,0
melanopygusmale3.png,bifariusmale2.png,0
melanopygusmale4.png,bifariusmale2.png,0
melanopygusmale5.png,bifariusmale2.png,0
mixtusmale.png,bifariusmale2.png,0
morrisonimale.png,bifariusmale2.png,0
nevadensismale.png,bifariusmale2.png,0
occidentalismale.png,bifariusmale2.png,0
pensylvanicusmale.png,bifariusmale2.png,0
perplexusmale.png,bifariusmale2.png,0
rufocinctusmale1.png,bifariusmale2.png,0
rufocinctusmale2.png,bifariusmale2.png,0
rufocinctusmale3.png,bifariusmale2.png,0
sandersonimale.png,bifariusmale2.png,0
sitkensismale1.png,bifariusmale2.png,0
sitkensismale2.png,bifariusmale2.png,0
sylvicolamale1.png,bifariusmale2.png,0
sylvicolamale2.png,bifariusmale2.png,0
sylvicolamale3.png,bifariusmale2.png,0
ternariusmale.png,bifariusmale2.png,0
terricolamale.png,bifariusmale2.png,0
vagansmale.png,bifariusmale2.png,0
vandykeimale.png,bifariusmale2.png,0
vosnesenskiimale.png,bifariusmale2.png,0
affinismale.png,bifariusmale3.png,0
appositusmale.png,bifariusmale3.png,0
auricomusmale1.png,bifariusmale3.png,0
auricomusmale2.png,bifariusmale3.png,0
balteatusmale1.png,bifariusmale3.png,0
balteatusmale2.png,bifariusmale3.png,0
balteatusmale3.png,bifariusmale3.png,0
bifariusmale1.png,bifariusmale3.png,0
bifariusmale2.png,bifariusmale3.png,0
bifariusmale3.png,bifariusmale3.png,0
bifariusmale4.png,bifariusmale3.png,0
bifariusmale5.png,bifariusmale3.png,0
bimaculatusmale.png,bifariusmale3.png,0
borealismale.png,bifariusmale3.png,0
californicusmale1.png,bifariusmale3.png,0
caliginosusmale.png,bifariusmale3.png,0
centralismale1.png,bifariusmale3.png,0
centralismale2.png,bifariusmale3.png,0
crotchiimale1.png,bifariusmale3.png,0
crotchiimale2.png,bifariusmale3.png,0
crotchiimale3.png,bifariusmale3.png,0
fervidusmale1.png,bifariusmale3.png,0
flavifronsmale1.png,bifariusmale3.png,0
flavifronsmale2.png,bifariusmale3.png,0
flavifronsmale3.png,bifariusmale3.png,0
flavifronsmale4.png,bifariusmale3.png,0
franklinimale.png,bifariusmale3.png,0
fraternusmale1.png,bifariusmale3.png,0
fraternusmale2.png,bifariusmale3.png,0
frigidusmale.png,bifariusmale3.png,0
griseocollismale.png,bifariusmale3.png,0
huntiimale.png,bifariusmale3.png,0
impatiensmale.png,bifariusmale3.png,0
melanopygusmale1.png,bifariusmale3.png,0
melanopygusmale2.png,bifariusmale3.png,0
melanopygusmale3.png,bifariusmale3.png,0
melanopygusmale4.png,bifariusmale3.png,0
melanopygusmale5.png,bifariusmale3.png,0
mixtusmale.png,bifariusmale3.png,0
morrisonimale.png,bifariusmale3.png,0
nevadensismale.png,bifariusmale3.png,0
